PhraseId	SentenceId	Phrase	Sentiment
1284	17	time ideas experiments paradigm challenges may adopted norm education friedrich fröbel approach early childhood education germany incorporated contemporary kindergarten classrooms influential writers thinkers included swiss humanitarian johann heinrich pestalozzi american transcendentalists amos bronson alcott ralph waldo emerson henry david thoreau founders progressive education john dewey francis parker educational pioneers maria montessori rudolf steiner recently john caldwell holt paul goodman frederick mayer george dennison ivan illich	0
1285	17	indigenous	0
1286	17	na schoolyard	0
1287	17	teaching indigenous knowledge	0
1288	18	child learning enough	0
1289	18	one big questions new homeschoolers ask know child learning	0
1290	18	child public school constantly tested week spelling tests chapter tests regular basis many states standardized testing many parents public school students decide grades coming home test papers report cards good child must learning	0
1291	18	students pulled traditional school setting placed homeschooling sometimes difficult parent know student actually learning enough keep grade peers big problem homeschool students tend tested often public school students really problem testing way know student learning enough	0
1292	18	long	0
1293	18	sometimes difficult tell child learning enough homeschool homeschooling generally takes much less time traditional education homeschooled children generally spend much time particular topic traditionally educated students neither ahead behind classmates part reason homeschooled child receiving oneonone attention wait others catch holding students back need spend time topic student understands topic move right away	0
1294	18	traditional education set traditional school year many states approximately school days subject hour instruction per day days hours per subject consider question public school hour instruction really hour students must move class class spending time talking peers going lockers moving classrooms even buildings traditional school hour education might short minutes time moving getting settled ready actually learn taken account	0
1295	18	homeschoolers take almost transition time day commute math kitchen table history sofa takes considerably less time moving one end building another climbing flight steps two last time heard traditionally educated student actually finishing complete textbook year safe say homeschooled student probably cover material school day traditional educated students unusual homeschooled student complete entire course homeschool curriculum	0
1296	18	testing	0
1297	18	homeschooled students generally take many tests public school students consequently less time spent teaching test teaching test limits student exploration subject limiting material tested testing necessarily true measure understanding topic	0
1298	18	fact standardized tests detrimental students different backgrounds upbringings consider example standardized test question asks reasons civil war since civil war viewed differently different ethnicities well different locations question designed show understanding reasons behind war might realistically test student knowledge	0
1299	18	another problem standardized testing students test savvy understanding take tests well even understand subject matter students poor test takers well pressures timed tests low score poor test taker true measure knowledge learning ability testing abilities	0
1300	18	know	0
1301	18	sounds cheesy say know child learning reality know child learning see faces tell attitude see forward progress	0
1302	18	student begins homeschool day ready go school moves quickly assignments hungry information safe say student learning	0
1303	18	student give instructed materials multiple choice test hold conversation material know understand material student play part teacher either giving speech teaching children subject student sufficient knowledge subject move new material	0
1304	18	finally parent well teacher possible see student stages learning depend report card test score see student work instructional material watch answer questions able judge student actually learning	0
1305	18	strategies teaching adhd students home	0
1306	18	according learning disabilities association america attention deficit disorderattention deficit hyperactivity disorder considered learning disability reality many students addadhd associated issues hinder ability learn according traditional education plan exists public schools even without additional learning disabilities students addadhd teachers often need adaptive strategies make learning less difficult	0
1307	18	three issues teachers includes homeschooling parentsteachers deal students addadhd	0
1308	18	distractibility students adhd find difficult concentrate one subject extended periods time one way parentsteachers deal keep lessons short help student break larger tasks series smaller tasks math one large tasks lends divided manageable pieces instead instructing student math would benefit teacher student short term goal completing instructional portion math assignment taking break short break allow student refocus complete small number math problems	0
1309	18	homeschooling environment possible control environment student students contribute distraction noise controlled home additionally homeschooling flexible helps homeschooled adhd students spend time less subject depending needs	0
1310	18	hyperactivity adhd students sometimes seem like driven constant motion difficult deal traditional classroom setting home educator easier student motion disturb anyone else student needs hop around room one foot reciting multiplication tables allow sometimes act moving learning time useful tool allows student burn excess energy commit things memory	0
1311	18	several techniques used help adhd student drain excess energy one family allowed student use exercise ball seat instead chair student allowed gently bounce ball rock back forth even sitting relatively still student still needed make minor balance adjustments allowed use excess energy	0
1312	18	another thing keep student hands busy conventional wisdom says student paying attention doodling using modeling clay reality adhd students seem able one thing time even benefit allowed one thing time	0
1313	18	easily frustrated adhd students seem become easily frustrated often like repetitive lessons reading lessons lessons require lot writing remember adhd considered specific learning disability however adhd students tend learn differently brains tend process things quickly repetitive lessons seem like waste time reading requires one thing time reading comprehension tends reduced student distracted adhd student disliking writing many adhd students poor handwriting frustrated speed ideas heads translated paper	0
1314	18	part way get around frustration allow student use adaptive technologies easily accommodated homeschool environment instead student actually read book allow listen audio book allows student focus story ears something else hands jumping teach keyboarding skills early easier student get ideas heads onto paper process information speed typing opposed writing	0
1315	18	repetitive lessons spelling instead student practice spelling words week take test end week let student take test first student work words unable spell makes less repetition allows student process lessons shorter bursts	0
1316	18	finally allow students work pace adapted learning abilities rather trying make student adapt traditional lesson plans use technology possible online curricula allow student control rate information presented homeschooling adhd students works well allows learning occur terms instead trying make adhd student adapt education model poor fit	0
1317	18	linda writer homeschooling parent one adhd child use online core curriculum listen lot audio books use educational games learning games kids improve keyboarding skills	0
1318	19	pioneering master degree program mit change way graduate students admitted much pay right mit selects graduate students pretty much way universities students usually college degree take standardized tests like gre must send letters recommendation submit earlier grades esther duflo thinks mit find better way gre informative one comes mit nt nearperfect gre anyways duflo says letters recommendation duflo adds useful come people universities mit faculty familiar practice come university middle nowhere way judge quality application therefore creates lot barriers duflo cofounder mit poverty action lab measures effectiveness programs aimed helping poor borrowing method used medicine randomized control trials poverty action lab officially known abdul latif jameel poverty action lab jpal testing programs around world part bold experiment mit allow students take rigorous courses online credit perform well exams apply master degree program campus anybody could duflo says point nt need gone college matter nt need gone high school master program data economics development policy duflo says knowledge gained program students able run evaluation projects would know imaginative wellthoughtout programs fail therefore tested field would tools testingmore students around world enrolled online many countries duflo says ten percent students china big group india total countries represented part program even us among us students kathryn saloom works bostonbased global health nonprofit named pivot rural madagascar health care delivery probably imagine really tough saloom says lowest spending world spending health care per capita kind come try strengthen entire health system ensure people access quality care saloom colleagues pivot trying create model universal access quality health care madagascar saloom took one course new mit program spring planning take two fall says public health words like impact sustainability scalability thrown around without much evidentiary support really talking really mean hoping five online courses mit hopefully master degree really learn better bridge gap implementation work field research policy saloom wants know pivot malnutrition program reaching people another appeal take mit accredited courses online kind pace kind reasonable price based earnings saloom says students take five online courses free pay take final exam class depending income completed online courses students apply oncampus master program students admitted based performance online courses accepted students would spend six months campus spring semester summer semester would required complete capstone project involving field experiment randomized evaluation could current employer would also write master thesis mit still figuring much first group successful graduates online program would pay admitted oncampus program would based ability pay mit trying raise financial aid cover cost attendance living cambridge first group students scheduled arrive correction earlier version story misspelled abdul latif jameel poverty action lab regret error segment aired july claire sheth four children oldest sophomore lexington high school conversation recalls said mom friend talking extracurricular activities got like activities hates sheth said daughter said girl parents chosen activities one said daughter think parents make choice says worried able get good college sheth said get latest news boston talking sent inbox day subscribe students like roger wang nt lot extracurriculars feel slightly disadvantage got ta play cards dealt wang said wang runs crosscountry waltham high school chess club highachieving lowincome student graduated high school scholarship rice university starts fall applying college felt could compete wealthier classmates came listing extracurricular activities obviously kids parents superwealthy lot connections wang said kids go across world help helping father company want change messages signal colleges tend sending important us high achievement large numbers achievement said richard weissbourd wants help highachieving lowincome student overscheduled child says current college admissions process values wrong things nt whether invested member community good decent person day day weissbourd said want change messages embarked project college admissions deans weissbourd directs human development psychology program harvard graduate school education got college admissions deans including entire ivy league sign onto project among colleges goals reduce pressure achieve high school students communities highperforming schools like lexington weissbourd explains project another goal improve access college lowincome students right lot lowincome kids working support families taking care younger sibling taking care sick relative weissbourd said may hours week count service college applications go costa rica belize month paint house count service nt seem fair us nt seem fair lot folks lot college admissions deans mit one colleges board idea transforming admissions dean admissions stu schmill says office longer values one kind extracurricular activity another know lot students significant responsibilities home schmill said work earn money family take care younger siblings elder care take care application mit reduced number extracurricular activities students list four stopped asking ninth grade schmill explained else mit changed tells applicants want students take challenging classes appropriate allow grow learn subjects interested nt need every single subject saidone year project proposal run obstacles one many colleges nt feel afford take lowincome students part nt big endowments seeking empathy chief aim project form empathetic college students sara konrath studied college student empathy researcher university michigan found decline empathy among college students since especially since konrath skeptical colleges change competitive behavior admissions criteria set going way game system one thing look good paper saying volunteering regularly involved certain causes ca nt really determine motivation based nt know actually screen properly make sure getting kids trying game system bit said milton academy rod skinner director college counseling part original group proposed change college admissions skinner acknowledges skepticism says start somewhere overstressing kids skinner said also driving behavior selfcentered ways unhealthy skinner suggests high schools decrease pressure deemphasizing advanced placement classes eliminating awards ceremonies initiative underway year early say working skinner rest group hopeful take whack reforming college admissions segment aired july	0
1319	20	data science art producing entertainment netflix	1
1320	20	netflix released hundreds originals plans spend billion next year content creators stories pour hearts souls turning ideas joy viewers sublime art well hard describe necessitates careful orchestration creative business technical decisions focus latter two business technical decisions like planning budgets finding locations building sets scheduling guest actors enable creative act connecting viewers	1
1321	20	production mountain operational logistical challenges consumes produces tremendous amounts data netflix scale amplified levels seldom encountered history entertainment created opportunities organize analyze model data equally singular history data science aid art producing entertainment	1
1322	20	figure content creation lifecycle	1
1323	20	moment show pitched shows service goes broad stages depicted figure studio production refers preproduction planning budgeting etc production principal photography post production editing sound mixing etc localization quality control subtitle creation snuffing technical glitches etc rest blog follow title journey stages examine questions data science help answer	1
1324	20	georgia gibraltar	1
1325	20	preproduction producers executives tasked critical decisions shoot georgia gibraltar hire thousand extras lean vfx keep workday workday choices massive impact cost timeline creative outcome project traditionally decisions rooted human experience intuition let us see one supplement data derived insights	1
1326	20	altered carbon photo credit katie yu netflix	1
1327	20	problem describing one cost estimation given various attributes production estimate much cost attributes characterize content genre similarity titles etc well aforementioned production decisions geographical location production appetite schedule etc production team could use model sandbox answer central question prep combination production decisions stays true creative vision also staying budget	1
1328	20	core challenge building model data sparsity production executive may want evaluate atlanta georgia shooting location big budget fantasy epic may much historical data atlanta furthermore mechanisms location impacts cost may complex difficult infer data even popular shooting locations	1
1329	20	one solution lean heavily domain knowledge expertise rather attempting learn thousands parameters black box carefully construct networks reflect intuition problem space place strong priors parameters seek learn	1
1330	20	figure example hierarchical cost model	1
1331	20	instance suppose goal model ratio rxy certain production costs geographic locations x atlanta new orleans hundreds costs given production vary location others despite sparsity data one efficiently model fractional change costs organizing hierarchically illustrated figure placing model reflects hierarchy finally putting priors ratios reflect domain expertise model allows production executives play around whatif scenarios make informed decisions critical aspects production	1
1332	20	preproduction minefield decisions navigated next get tackle challenge putting plan action marks start production stage figure takes sorting mountain logistical operational challenges enable creative act principal photography challenges perhaps best illustrated task scheduling dictates various resources orchestrated principal photography examine scheduling next	1
1333	20	wrap day	1
1334	20	multiepisode show easily hundreds scenes shot hundreds offscreen individuals dozens locations spanning many months efficiently effectively scheduling symphony task first assistant director ad central logistical challenge film tv production much art form performances one sees onscreen done manually uncommon ad spend hundreds hours building schedule	1
1335	20	marvel jessica jones photo credit david giesbrecht netflix	1
1336	20	core schedule ordering scenes day principal photography ad job create ordering respects various constraints objectives eg actor x one week many considerations fundamentally human judgments also room automation provide suggestions assist mechanical side things particular mathematical optimization help generate rough schedules inform earlystage production planning	1
1337	20	let describe simplistic model attempts roughly capture basic scheduling considerations suppose production consists n scenes shot single unit course days l locations suppose given rough estimate time scene take shoot formulate optimization problem need specify variables constraints objective	1
1338	20	variables	1
1339	20	day time scene starts shooting	1
1340	20	location cast member day contract starts day ends	1
1341	20	sample constraints	1
1342	20	shooting one scene time	1
1343	20	resources location cast needed scene must contract scene shooting	1
1344	20	shooting day run long cast crew needs minimum amount time rest workdays	1
1345	20	takes time move one location another depending locations	1
1346	20	strictly daytime scene must shot sunset strictly nighttime scene sunset	1
1347	20	figure sample schedule	1
1348	20	objective crude approximations	1
1349	20	crew paid fixed amount per shoot day	1
1350	20	performers locations paid fixed amount varies performers locations per contractual day	1
1351	20	even simplistic model like one generate reasonablelooking schedules within minutes schedules also useful early stage planning eg budgeting starting points refined scheduling expert users models sort even used interactive tools selectively adjust portions schedule	1
1352	20	principal photography complete typical show could still tasks like editing sound mixing color correction etc need completed ready screen coordination tracking tasks tackled post production figure many tv shows films post production easily ends consuming far time principal photography instance apocalypse famously took two years post production ready screens let us examine data science help post production next	1
1353	20	visuals behind scenes	1
1354	20	post production teams track hundreds tasks per tv show film identifying bottlenecks blockers span multiple titles becomes even greater challenge leveraging data science equip teams ability slice dice visualize data scale help identify anomalies opportunities interventions complex multilayered crossteam workflows	1
1355	20	illustration let us look sankey diagram representing generic post production asset workflow captures progression assets like vfx shots daily film clips final cuts review process example things flow pretty nicely see dropoffs red boxes blocked progress received stages detail teams dive understand blocked undelivered using additional tools evaluate gaps specific productions	1
1356	20	giving users ability choose different filters production team geography facility etc track trends time builds understanding workflow patterns might expect future helping us plan efficiently continuing sankey example move toward looks like gaps blocked progress received even added assets workflow however might want review gap following review stage could lead teams increase staff focus technical improvements rebalance workload toward end year	1
1357	20	netflix content production expands globally geographic visuals increasingly becoming important part analyzing studio data overlaying multiple dimensions across geographies surface key insights resource availability dependencies unlocking efficiencies across production catalog	1
1358	20	map like one might help teams better anticipate expected production delivery patterns specific types assets circles represent locations involved production lines represent movement assets locations	1
1359	20	locations larger circles high number edges experience high influx deliveries may need extra planning ensure supporting resources place assets complex delivery patterns eg asset type may opportunity optimize	1
1360	20	end post production things go right show movie ready screen quite importantly netflix metaphorical screen truly global millions members across countries consume content across languages thus localizing content make travel across globe important part studio production examine next	1
1361	20	ich liebe netflix	1
1362	20	localizing content originally created let say german englishspeaking us market complex creative process well content connects emotionally viewers across globe requires great effort time	1
1363	20	localization teams craft indepth plan create seamless localized experience content includes developing relationship content assessing localization complexities providing specific creative guidance example try cast voice actors language sound like original cast	1
1364	20	strive make content accessible many viewers possible surprisingly time talent availability technical constraints force us sequence available localization resources carefully make matters complex decisions often need made many months content released service	1
1365	20	turn data support decisions historical viewing trends inform us content consumed across range languages markets piece content popular language language b may sequence efforts b upcoming shows turns following data science problem predict perlanguage consumption show k months released	1
1366	20	solve prediction problem define notion distance shows leverage historical data make predictions new show perlanguage consumption based perlanguage consumption similar shows features might consider constructing distance metric include genre language original language content well localized language whether localized content consumed dubbed audio subtitles	1
1367	20	even simple predictive model outlined helpful guiding scaling content localization efforts expand slate localized content	1
1368	20	typical next stop show journey towards launch figure quality control qc managing qc workflows multimodal audio video text creative products like scripted unscripted shows films documentaries etc challenging task data science plays important role optimizing qc workflows using predictive modeling may read specifics previous blog post subject	1
1369	20	finally movie tv show ready launch netflix looked specific examples problems data science help studio production stages possibilities limitless netflix ramps original content creation	1
1370	20	altered carbon photo credit katie yu netflix	1
1371	20	epilogue	1
1372	20	often one gets witness transformation entire industry opportunity agent change even rarer netflix agent different occasions short history believe cusp another transformation world content creation working netflix studio business technical creative partners transform centuryold industry data science challenging truly invigorating interested part refreshingly new endeavor data please contact ritwik kumar check studio production science analytics positions netflix jobs site	1
1373	21	something completely different real life tv	1
1374	21	sex	1
1375	21	watch tv movies time always amazed ridiculous sex scenes actors always moaning groaning thrash around sheets acting like best sex lives	1
1376	21	morning woman wakes looking like stepped magazine cover couples start kissing make love men jump get dressed head work supermodel lays bed looking blissfully happy	1
1377	21	ridiculously fake	1
1378	21	real life sex emotional wonderful portrayed well movies sex awkward embarrassing people often try different positions antics attractive	1
1379	21	sex semen everywhere mostly woman body also slimy sticky gets sheets everyone knows sleeping wet spot feels like	1
1380	21	morning noone wakes looking like moviestar everyone morningbreath would never kiss partner first thing morning gross know morning breath	1
1381	21	would never simply get dressed head work first thing want shower clean sticky mess body	1
1382	21	sex scenes tv movies ridiculously exaggerated make sex seem like greatest thing world heard term sex sells movies take term extreme	1
1383	21	sex	1
1384	21	ladies gentlemen present every sex scene ever	1
1385	21	begins without foreplay	1
1386	21	couple stumble door passionately making hard possibly run things way bedroom miraculously nobody gets injured straight action	1
1387	21	condom never lube absolutely time spare	1
1388	21	chill easy runs smoothly preparation bitches	1
1389	21	keep hat bra	1
1390	21	boobs ruin wholesome image movie clearly trying portray including sex scene every woman decides keep bra entire time dares bare chest scandalous meet next friend	1
1391	21	lshaped blanket	1
1392	21	strategically placed cover offensive female titties course audience see big sexy mandude naked chest	1
1393	21	even drew diagram	1
1394	21	blanket turns gorgeous wrapdress woman walks away bed dares let partner see naked right sex	1
1395	21	insert eternal shrieking	1
1396	21	woman continues howling screaming constantly know time life guy getting absolute sex god	1
1397	21	orgasms mere seconds basically nothing yes good hair remains fucking perfect	1
1398	21	practice makes perfect	1
1399	21	accidents injuries awkward embarrassing moments	1
1400	21	switching positions swift simple nothing ever goes wrong nobody falls bed hits head nothing	1
1401	21	fall asleep without even attempting clean needing pee	1
1402	21	hours	1
1403	21	couple wakes look stunning female human rolls bed perhaps wearing male counterpart dress shirt seem care honey fuck need work tomorrow moments taking people clothes totally okay looking like ready photoshoot makeup done hair looks good nobody complained sleep wet spot awesome	1
1404	21	couple kiss morning breath real fucking sexy perhaps even fuck makes nice breakfast heads work	1
1405	21	yeah	1
1406	21	childbirth	1
1407	21	ok done twice informally polled awful lot people birthed children least two dozen agreed	1
1408	21	hardly anyone water ever breaks beginning labor happen often done labor delivery table medical attendant happen spontaneously thank gd	1
1409	21	probably want learn going type anyway likely poop nobody cares guaranteed certainly try experiment glue straw garden hose fill jello lying hose ground strawside push golf ball garden hose check see jello escaped straw shrugs heard multiple obsmidwivesl nurses say poop happens nobody cares	1
1410	21	probably screaming deliverer probably curse partner nobody got energy screaming movies tv rest us busy trying push proverbial golf ball proverbial garden hose takes lot concentration personally formulate thoughts anger towards party trying squeeze kid dissociate bizarre vs familiar sensations experiencing sure moaned grunted groaned like barnyard screaming busy epidural worked varying degrees mind	1
1411	21	waking women tv wake designer suit blowdried hair winged liner highliter lipgloss real life women wake pyjamas messy bun oily face stinky breath	1
1412	21	costly gifts husband comes home brings gift hand surprises wife diamond set happy excited real life couple discuss finances plan invest jewellery least women chooses necklace wants spend lakhs money	1
1413	21	sudden meet ups hero heroine fight upset nt talk days months years suddenly meet sort coffee shop never know plan meet real life couples fight call back one person cuts calls person talk sort mostly call plan meet sudden meet never happens	1
1414	21	cliche couples girl super egoistic makes guy roam behind plays hard get never gives fight never even acknowledges guy guy shameless follows everywhere sings dances around always travels lakhs kms may say sorry real life mostly equal noone shameless noone super egoistic guy nt travel world say sorry girls also make first move relationship	1
1415	21	rains movies people forget going dance eat icecream rain real life rains think clothes drying terrace immediately rush rescue rain	1
1416	21	mosquitoes insects nt talk	1
1417	21	person become millionaire night	1
1418	21	one person ca nt hit villains time	1
1419	21	ghosts exist	1
1420	21	sudden costume change happens	1
1421	21	happens movies	1
1422	21	see cliche movies tv serials time	1
1423	21	heroheroine performs dramatic sequence gestures propose loveinterest public place hisher office hisher home apartment	1
1424	21	almost everyone around stops pindrop silence finish entire act without sound interrupting emotion	1
1425	21	almost every time proposee accepts proposal proposer bystanders erupt applause sometimes tearyeyes	1
1426	21	never happens real life	1
1427	21	first rarely get sequence acts organized first place even organize actual execution mostly botched mostly get interrupted security maintenance staff someone charge keeping obvious stupidity away	1
1428	21	even somehow get perform planned gesture nobody really gives flying fornication proposals nobody stops shoes see acrobats almost every time everyone waiting make fool point laugh asses even heshe accepts proposal doubt anyone would want give applause looks disgust rolling eyes surely guaranteed spotted crowd	1
1429	21	importantly people around favour drop plan romantic gesture public love interest unless crowd bunch friendly friends never get response falsely shown cheesy romcoms	1
1430	21	something completely different real life tv	1
1431	21	used first responder many years emt also person taught cpr instructors technique according american heart association standards could teach others properly	1
1432	21	cpr cardiopulmonary resuscitation different real life tv television see rather pristine version potentially lifesaving technique rarely reference made broken ribs cracked sternum punctured lungs injuries happen even cpr performed best practitioner variables abound age patient condition heavy thin etc effect plays much role whether patient survives proficiency person chest compressions	1
1433	21	patients always resuscitate either cpr done best person abilities yet times patient remains deceased	1
1434	21	tv cpr almost always works bring patient back shows made roll eyes disbelief patient almost popping stand shake person hand perfect cpr even bruise oh could kind success technique	1
1435	21	public service announcement despite complications happen cpr asking please find cpr class take heart stop many many reasons yes even someone appears perfectly healthy need people like yes available call begin cpr people saved seen cpr show movie best could mimic chest compressions writing rescue breathing considered secondary cpr chest compressions utmost importance take class could save life	1
1436	21	one funny thing noticed years way people brush teeth tv shows movies main thing rinse mouths afterward usually rinse spit one time done people know included rinse mouths brushing teeth always thought funny	1
1437	21	one thing comes mind people seem get cars passenger side classic tv shows recall seeing lot andy griffith show someone driving park car often get passenger opposite side car instead driver side	1
1438	22	avengers endgame worldwide box office collection marvel movie beat avatar	1
1439	22	avengers endgame worldwide box office collection marvel movie expected beat current record holder james cameron avatar time exits theatres far earned billion dollars	1
1440	22	big marvel film avengers endgame become highestgrossing movie history cinema worldwide box office movie concludes infinity saga within marvel cinematic universe	1
1441	22	advertising	1
1442	22	expected beat current record holder james cameron avatar time exits theatres though avatar advantage christmas release gave unusually strong legs summer clogged big releases disney might create problems endgame	1
1443	22	endgame according box office mojo far earned billion dollars avatar ended theatrical run billion dollars	1
1444	22	comes domestic market north america ryan reynolds starrer pokemon liveaction movie detective pikachu debuted top estimated million dollars first day beating endgame earned million dollars first time since release endgame first position	1
1445	22	endgame total north america currently stands million dollars fifth highestgrossing movie ever domestic market trailing behind star wars force awakens avatar black panther avengers infinity war predictions say end beating avatar might fall short force awakens million dollars	1
1446	22	india endgame broken countless records became first hollywood movie cross rs crore mark beating predecessor infinity war	1
1447	22	avengers endgame also received highly positive reviews per cent rating rotten tomatoes consensus reads exciting entertaining emotionally impactful avengers endgame whatever takes deliver satisfying finale marvel epic infinity saga	1
1448	22	alyssa milano calls sex strike protest strict abortion bans	1
1449	22	former star charmed current cast member insatiable alyssa milano urged women tweet stop sex get bodily autonomy back	1
1450	22	actress alyssa milano ignited social media tweet friday night calling women join sex strike protest strict abortion bans passed republicancontrolled legislatures	1
1451	22	advertising	1
1452	22	former star charmed current cast member insatiable filmed georgia urged women tweet stop sex get bodily autonomy back tweet came days georgia became fourth state us year ban abortions fetal heartbeat detected early six weeks many women know pregnant	1
1453	22	need understand dire situation across country milano told associated press saturday reminding people control bodies use	1
1454	22	noted women historically withheld sex protest advocate political reform cited iroquois women refused sex way stop unregulated warfare recently noted liberian women used sex strike demand end longrunning civil war	1
1455	22	milano received support fans fellow actress bette midler joined also calling sex strike tweet liberals conservatives also lampooned idea conservatives praising promoting abstinence liberals saying pushing false narrative women sex favour men	1
1456	22	milano said criticism bother tweet desired effect getting people talk war women	1
1457	22	said fears one laws could eventually decided conservativeleaning us supreme court republicans hope overturn roe v wade decision legalising abortion	1
1458	22	absolutely horrifying milano said anyone completely totally outraged see leading think taking threat seriously	1
1459	22	milano said people determine long sex strike last part decided yet long forgo sex	1
1460	22	mean know said sent tweet last night really thought much past morning	1
1461	22	go bernadette trailer tired life cate blanchett sails antarctica	1
1462	22	go bernadette cate blanchett plays architect disillusioned personal life hardly getting sleep completely fed troubles bernadette escapes leaves antarctica project	1
1463	22	go bernadette upcoming movie based novel name stars cate blanchett lead role film features excellent cast including billy crudup kristen wiig emma nelson james urbaniak judy greer troian bellisario zoë chao laurence fishburne	1
1464	22	advertising	1
1465	22	blanchett plays architect disillusioned personal life hardly getting sleep fishburne character tells bernadette people like must create become menace society	1
1466	22	later says one answer problems get back work	1
1467	22	completely fed troubles bernadette escapes leaves antarctica project sense wishfulfillment many us thought giving everything escaping say wilderness	1
1468	22	twice challenge anyone ever imagines long stretches without sleep exercise told sounds like training last years bernadette replies	1
1469	22	movie looks great boyhood director richard linklater helming	1
1470	22	official synopsis states based runaway bestseller go bernadette inspiring comedy bernadette fox academy award winner cate blanchett loving mom becomes compelled reconnect creative passions years sacrificing family bernadette leap faith takes epic adventure jumpstarts life leads triumphant rediscovery	1
1471	22	mark wahlberg jason isaacs join scoob voice cast	1
1472	22	scoob directed tony cervone mark wahlberg play blue falcon superhero hannabarbera canon teams scoobydoo mystery gang fight one archenemies mr hyde jason isaacs play dick dastardly reported main villain scoob	1
1473	22	actors mark wahlberg jason isaacs boarded voice cast warner bros upcoming animated scoobydoo movie scoob	1
1474	22	advertising	1
1475	22	film directed tony cervone wahlberg play blue falcon superhero hannabarbera canon teams scoobydoo mystery gang fight one archenemies mr hyde	1
1476	22	ken jeong voicing blue falcon right hand dynomutt reported deadline	1
1477	22	isaacs play dick dastardly reported main villain scoob	1
1478	22	film voice cast also features zac efron fred amanda seyfried daphne gina rodriguez velma forte shaggy tracy morgan captain caveman frank welker scoobydoo kiersey clemons dee dee skyes	1
1479	22	kelly freemon craig matt lieberman penned screenplay	1
1480	22	allison abbate pam coats charles roven richard suckle producers chris columbus andy horwitz serving executive producers	1
1481	23	game thrones season episode five best moments	1
1482	23	game thrones season episode titled bells saw deaths many major characters part show first season favourite moments episode	1
1483	23	latest episode game thrones titled bells frenzied episode saw deaths many major characters part show first season	1
1484	23	idea going happen finale showrunners going top anyway favourite moments episode	1
1485	23	also read game thrones season episode recap hell breaks loose king landing	1
1486	23	lord varys death champion common people always fought keep general populace safe lord varys burnt alive drogon daenerys targaryen always yelled dracarys dragon job tyrion lannister varys old friend betrayed appeared quite outofcharacter tyrion since qualms daenerys method burning people alive something common father aerys targaryen incidentally referred mad king people also tyrion valued varys knew daenerys would ratted anyway later came know varys absolutely right fear daenerys	1
1487	23	drogon destroying king landing horrifying also gorgeous creative talent people behind show appears dwindled skill vfx team cinematographers seems multiplied visuals episode quite stunning vfx like expensive summer blockbusters even better think seen lifelike depiction dragons destruction wreak let loose even smaug terrible peter jackson hobbit films match drogon even spoke benedict cumberbatch voice drogon destroyed iron fleet time something incapable last episode obliterated golden company poor soldiers even get fight	1
1488	23	daenerys targaryen went mad began kill common people women children alike like said horrifying beautiful	1
1489	23	cleganbowl cleganebowl matter improbable hound mountain fought last long mountain shatter hound skull hound stabbed elder brother face jumped death took brother finally sandor clegane got vengeance horrible scarring face gregor clegane always cruel brute fun shoved sandor face brazier ruining face also making fear fire whole life hound died closure nightmares	1
1490	23	cersei jaime lannister death cersei jaime lannister died bowels red keep trying escape death destruction secret passage stopped archway blocked debris cersei despairing began cry jaime tried comfort buried beneath rubble roof fell think survived apt ending still sure turned jaime season old self sure love make us take irrational decisions going back cersei like addicted felt quite	1
1491	23	arya stark horse last scene episode showed arya stark sent back hound alive woke saw white horse scene quite exquisitely shot know means yet pale horse holds meaning new testament final book book revelation death sits pale horse since westeros fictional christianity show guess bran come save sister warging white horse arya dreaming dead afterlife okay last one quite unlikely pretty sure however scene holds significance know	1
1492	23	shahid kapoor kabir singh cathartic film	1
1493	23	trailer launch shahid kapoor spoke playing kabir singh arjun reddy remake treatment female characters honest film	1
1494	23	shahid kapoor plays temperamental doctor upcoming film kabir singh film official remake telugu hit arjun reddy starring vijay deverakonda trailer launch mumbai monday shahid shared got shoes kabir singh	1
1495	23	advertising	1
1496	23	rediscovering character challenging loved vijay work met sandeep wanted search kabir singh soul offer personality audience connect love story preethi kabir broken heart understand intensity film shahid said	1
1497	23	kabir singh honest lot emotions lot dark moments also tried change world kabir singh similar arjun reddy really want people see honesty kabir singh judge film language trailer watch film soul know headspace journey character actor added	1
1498	23	talking kabir singh first remake worked shahid kapoor said think comment performance score high comes difficulty first remake already film compare work thin line making different looks like totally different film make like original one	1
1499	23	kabir singh shahid plays temperamental alcoholic doctor unable deal heartbreak talking projection anger aggression film actor said think sometimes hypocritical tend look cinema made india watch things made internationally praise fact honest straight trying politically correct time cinema meant showcase different people different experiences wonderful perfect people think imperfect ways grey areas within go good bad phases angry point hurt negative point	1
1500	23	watching film like kabir singh help understand allow affected things take path destruction warning take route people might therapeutic cinema acts medicine see something relate helps catharsis sorts kabir singh cathartic film makes honestly go journey man without trying sugar coat manipulative sandeep made honest film people watch knowing people want come see people going hey hey ha ha cinema go far need able make real films added	1
1501	23	also read kabir singh movie trailer live updates	1
1502	23	arjun reddy panned treatment female characters kabir singh played part story shahid kapoor clarified interpretation film evolving always show right thing jab met aggressive character film played submissive character padmaavat much quieter done kabir singh playing aggressive character college alpha males men feel sense territorial ownership certain place men aggressive behaviour films depict kind characters film depicts kind character see film see happens tommy singh shahid character udta punjab much worse things kabir singh start justifying characters actor play characters good bad represent honestly acting otherwise wanting people like stardom acting honest letting people dislike sometimes ok important	1
